ID,type,location
3747,white,Texas
3748,white,California
3749,red,Texas
3750,red,Texas
3751,white,California
3752,white,Texas
3753,white,California
3754,white,California
3755,white,California
3756,white,California
3757,red,Texas
3758,white,Texas
3759,red,Texas
3760,white,Texas
3761,red,California
3762,white,California
3763,red,California
3764,white,California
3765,white,California
3766,white,Texas
3767,white,California
3768,white,California
3769,red,Texas
3770,white,California
3771,white,California
3772,white,Texas
3773,white,Texas
3774,red,California
3775,,Texas
3776,,California
3777,,Texas
3778,,California
3779,white,California
3780,red,Texas
3781,white,California
3782,white,California
3783,red,Texas
3784,red,Texas
3785,white,Texas
3786,white,California
3787,white,California
3788,white,California
3789,white,California
3790,white,Texas
3791,white,California
3792,red,Texas
3793,red,Texas
3794,white,Texas
3795,white,Texas
3796,white,California
3797,white,Texas
3798,white,California
3799,white,California
3800,red,California
3801,red,Texas
3802,red,Texas
3803,white,Texas
3804,red,California
3805,white,California
3806,red,Texas
3807,white,Texas
3808,white,California
3809,red,Texas
3810,white,Texas
3811,white,California
3812,white,Texas
3813,red,California
3814,white,California
3815,white,California
3816,white,California
3817,red,California
3818,red,California
3819,white,Texas
3820,red,Texas
3821,white,California
3822,white,California
3823,red,Texas
3824,white,California
3825,white,California
3826,red,Texas
3827,white,California
3828,white,Texas
3829,white,California
3830,white,Texas
3831,white,California
3832,red,California
3833,white,California
3834,red,Texas
3835,white,California
3836,white,California
3837,red,Texas
3838,white,Texas
3839,red,Texas
3840,white,California
3841,white,California
3842,white,California
3843,white,California
3844,white,California
3845,white,California
3846,white,California
3847,white,Texas
3848,red,California
3849,white,Texas
3850,white,California
3851,red,California
3852,red,California
3853,red,Texas
3854,white,California
3855,white,California
3856,white,Texas
3857,red,Texas
3858,white,California
3859,white,Texas
3860,white,California
3861,white,Texas
3862,white,Texas
3863,white,California
3864,white,California
3865,white,California
3866,white,California
3867,white,California
3868,white,Texas
3869,red,California
3870,white,California
3871,white,Texas
3872,white,California
3873,red,California
3874,white,Texas
3875,red,California
3876,white,Texas
3877,red,Texas
3878,white,Texas
3879,white,California
3880,white,California
3881,red,California
3882,white,California
3883,white,California
3884,red,California
3885,white,Texas
3886,red,Texas
3887,white,California
3888,white,California
3889,red,Texas
3890,white,California
3891,red,Texas
3892,white,California
3893,white,California
3894,red,Texas
3895,white,California
3896,white,California
3897,red,California
3898,white,Texas
3899,white,California
3900,white,California
3901,white,California
3902,red,California
3903,white,Texas
3904,white,California
3905,white,California
3906,white,California
3907,white,California
3908,white,California
3909,white,California
3910,white,California
3911,white,California
3912,white,California
3913,red,California
3914,white,California
3915,white,California
3916,red,Texas
3917,red,Texas
3918,white,Texas
3919,red,California
3920,white,California
3921,white,California
3922,white,California
3923,red,California
3924,red,Texas
3925,white,Texas
3926,red,Texas
3927,red,California
3928,red,California
3929,white,California
3930,red,California
3931,white,Texas
3932,white,California
3933,white,California
3934,white,California
3935,white,Texas
3936,white,California
3937,red,Texas
3938,white,California
3939,white,California
3940,red,California
3941,white,California
3942,white,California
3943,white,California
3944,white,California
3945,white,California
3946,red,Texas
3947,white,California
3948,white,Texas
3949,red,California
3950,red,Texas
3951,white,California
3952,white,Texas
3953,red,California
3954,white,California
3955,red,Texas
3956,white,Texas
3957,red,Texas
3958,white,California
3959,white,California
3960,white,California
3961,red,Texas
3962,white,Texas
3963,red,California
3964,white,California
3965,white,Texas
3966,white,California
3967,white,Texas
3968,white,California
3969,white,California
3970,white,Texas
3971,red,California
3972,white,California
3973,red,California
3974,white,California
3975,white,California
3976,red,California
3977,red,Texas
3978,red,California
3979,white,California
3980,white,Texas
3981,white,California
3982,,California
3983,,Texas
3984,,California
3985,,California
3986,,California
3987,white,Texas
3988,white,California
3989,white,California
3990,white,California
3991,white,California
3992,white,Texas
3993,white,California
3994,white,California
3995,white,Texas
3996,red,Texas
3997,white,Texas
3998,red,California
3999,white,California
4000,white,Texas
4001,white,Texas
4002,white,California
4003,white,Texas
4004,white,California
4005,white,California
4006,white,California
4007,white,Texas
4008,white,Texas
4009,red,Texas
4010,red,California
4011,red,Texas
4012,red,California
4013,white,Texas
4014,white,California
4015,white,Texas
4016,white,California
4017,white,California
4018,red,Texas
4019,white,Texas
4020,white,Texas
4021,white,California
4022,white,California
4023,red,Texas
4024,white,California
4025,white,California
4026,white,California
4027,white,Texas
4028,white,California
4029,red,Texas
4030,white,California
4031,red,California
4032,white,Texas
4033,red,California
4034,white,Texas
4035,white,California
4036,white,California
4037,white,Texas
4038,white,California
4039,white,California
4040,red,Texas
4041,white,California
4042,white,California
4043,white,California
4044,red,California
4045,white,California
4046,white,California
4047,white,Texas
4048,white,California
4049,red,California
4050,white,Texas
4051,white,California
4052,red,California
4053,red,California
4054,white,California
4055,red,Texas
4056,white,California
4057,white,California
4058,white,California
4059,red,Texas
4060,red,California
4061,white,Texas
4062,red,Texas
4063,red,California
4064,white,Texas
4065,red,Texas
4066,white,California
4067,red,California
4068,white,Texas
4069,white,Texas
4070,white,California
4071,white,California
4072,white,California
4073,white,California
4074,white,Texas
4075,red,Texas
4076,white,California
4077,white,California
4078,white,California
4079,red,Texas
4080,red,California
4081,white,California
4082,white,Texas
4083,white,California
4084,white,Texas
4085,white,California
4086,white,Texas
4087,white,Texas
4088,white,California
4089,red,California
4090,red,California
4091,white,Texas
4092,white,Texas
4093,white,Texas
4094,white,Texas
4095,white,California
4096,red,Texas
4097,red,Texas
4098,red,California
4099,white,Texas
4100,white,California
4101,white,California
4102,red,California
4103,white,California
4104,white,California
4105,red,Texas
4106,red,California
4107,white,California
4108,white,Texas
4109,white,California
4110,white,California
4111,white,California
4112,red,California
4113,white,California
4114,white,California
4115,red,California
4116,red,Texas
4117,white,Texas
4118,white,California
4119,white,California
4120,white,California
4121,white,Texas
4122,red,Texas
4123,white,California
4124,white,Texas
4125,red,Texas
4126,white,Texas
4127,red,Texas
4128,white,California
4129,white,Texas
4130,red,Texas
4131,white,Texas
4132,red,California
4133,white,California
4134,white,Texas
4135,white,California
4136,white,California
4137,red,California
4138,red,Texas
4139,white,Texas
4140,white,California
4141,white,California
4142,white,California
4143,red,California
4144,white,California
4145,white,California
4146,white,Texas
4147,red,Texas
4148,red,California
4149,red,California
4150,white,California
4151,white,California
4152,red,California
4153,white,California
4154,white,California
4155,white,California
4156,red,Texas
4157,white,California
4158,white,Texas
4159,white,Texas
4160,white,California
4161,white,Texas
4162,white,California
4163,white,California
4164,white,Texas
4165,white,Texas
4166,red,Texas
4167,white,California
4168,white,California
4169,white,California
4170,white,California
4171,white,California
4172,white,California
4173,white,Texas
4174,white,Texas
4175,white,California
4176,white,California
4177,white,Texas
4178,white,Texas
4179,white,California
4180,red,Texas
4181,white,California
4182,white,California
4183,white,California
4184,white,California
4185,red,California
4186,white,California
4187,red,Texas
4188,white,California
4189,white,California
4190,white,Texas
4191,white,California
4192,red,California
4193,white,California
4194,white,California
4195,white,California
4196,white,California
4197,white,Texas
4198,red,Texas
4199,white,Texas
4200,red,Texas
4201,red,Texas
4202,red,Texas
4203,white,California
4204,white,Texas
4205,white,Texas
4206,red,Texas
4207,white,California
4208,white,California
4209,white,California
4210,white,California
4211,white,Texas
4212,white,Texas
4213,white,California
4214,red,California
4215,white,Texas
4216,red,Texas
4217,white,California
4218,white,Texas
4219,white,California
4220,white,California
4221,white,California
4222,red,California
4223,white,California
4224,white,Texas
4225,red,California
4226,red,Texas
4227,white,Texas
4228,white,Texas
4229,red,Texas
4230,red,California
4231,white,Texas
4232,white,California
4233,white,Texas
4234,white,California
4235,white,California
4236,white,California
4237,white,California
4238,white,Texas
4239,white,California
4240,white,California
4241,white,California
4242,white,Texas
4243,white,California
4244,white,California
4245,white,Texas
4246,white,Texas
4247,red,Texas
4248,white,California
4249,white,California
4250,white,Texas
4251,white,California
4252,white,California
4253,white,California
4254,white,California
4255,red,California
4256,white,Texas
4257,white,California
4258,white,Texas
4259,white,California
4260,white,California
4261,white,Texas
4262,white,Texas
4263,red,California
4264,white,California
4265,white,California
4266,white,Texas
4267,red,Texas
4268,white,California
4269,white,California
4270,white,California
4271,white,California
4272,white,Texas
4273,red,Texas
4274,red,California
4275,white,Texas
4276,red,California
4277,,California
4278,,Texas
4279,,California
4280,white,Texas
4281,white,California
4282,red,California
4283,white,Texas
4284,red,California
4285,red,California
4286,white,California
4287,white,California
4288,red,California
4289,white,California
4290,white,California
4291,red,California
4292,red,Texas
4293,white,California
4294,red,Texas
4295,red,California
4296,white,California
4297,red,California
4298,white,Texas
4299,red,Texas
4300,white,California
4301,white,California
4302,white,California
4303,white,California
4304,white,Texas
4305,red,California
4306,white,California
4307,red,California
4308,white,California
4309,white,California
4310,white,California
4311,white,California
4312,white,California
4313,white,California
4314,red,Texas
4315,red,California
4316,white,Texas
4317,white,California
4318,red,Texas
4319,white,California
4320,red,Texas
4321,red,Texas
4322,white,Texas
4323,white,Texas
4324,red,California
4325,red,California
4326,white,Texas
4327,white,California
4328,white,Texas
4329,white,Texas
4330,red,California
4331,white,California
4332,white,California
4333,white,California
4334,white,Texas
4335,white,California
4336,red,California
4337,red,California
4338,white,California
4339,white,Texas
4340,white,California
4341,white,California
4342,white,Texas
4343,white,California
4344,red,Texas
4345,white,California
4346,white,California
4347,white,California
4348,white,California
4349,white,Texas
4350,red,California
4351,red,Texas
4352,white,California
4353,red,Texas
4354,white,California
4355,red,California
4356,,California
4357,,California
4358,,Texas
4359,,California
4360,white,California
4361,white,California
4362,white,California
4363,white,Texas
4364,white,Texas
4365,white,California
4366,white,California
4367,red,California
4368,red,Texas
4369,white,Texas
4370,white,Texas
4371,white,California
4372,white,California
4373,white,California
4374,white,California
4375,white,Texas
4376,white,California
4377,white,Texas
4378,white,California
4379,white,California
4380,white,California
4381,white,California
4382,white,California
4383,red,California
4384,white,California
4385,white,Texas
4386,red,California
4387,white,Texas
4388,white,Texas
4389,white,Texas
4390,white,California
4391,white,Texas
4392,white,California
4393,white,California
4394,white,California
4395,red,Texas
4396,red,Texas
4397,white,California
4398,red,Texas
4399,red,California
4400,white,Texas
4401,white,California
4402,white,Texas
4403,white,Texas
4404,white,Texas
4405,white,California
4406,red,Texas
4407,red,California
4408,white,California
4409,white,California
4410,white,California
4411,red,California
4412,white,California
4413,red,California
4414,red,Texas
4415,red,California
4416,white,Texas
4417,white,Texas
4418,white,California
4419,white,Texas
4420,white,Texas
4421,red,Texas
4422,white,Texas
4423,white,California
4424,red,Texas
4425,white,California
4426,white,Texas
4427,white,California
4428,white,Texas
4429,white,California
4430,red,California
4431,white,California
4432,red,California
4433,white,Texas
4434,white,Texas
4435,red,California
4436,red,California
4437,white,Texas
4438,white,Texas
4439,white,California
4440,white,Texas
4441,white,California
4442,white,California
4443,white,California
4444,white,California
4445,white,California
4446,red,California
4447,white,California
4448,white,California
4449,white,Texas
4450,white,Texas
4451,red,Texas
4452,white,California
4453,red,Texas
4454,white,California
4455,white,California
4456,white,Texas
4457,red,Texas
4458,white,California
4459,white,California
4460,white,Texas
4461,red,California
4462,white,California
4463,white,California
4464,white,Texas
4465,white,California
4466,white,Texas
4467,white,Texas
4468,white,California
4469,white,Texas
4470,white,California
4471,red,Texas
4472,white,California
4473,white,California
4474,red,California
4475,white,California
4476,white,California
4477,white,California
4478,red,Texas
4479,white,Texas
4480,red,California
4481,white,California
4482,red,Texas
4483,red,California
4484,red,Texas
4485,white,California
4486,white,California
4487,white,California
4488,white,California
4489,red,Texas
4490,white,California
4491,white,Texas
4492,white,California
4493,white,California
4494,white,California
4495,red,California
4496,white,California
4497,white,California
4498,white,Texas
4499,white,California
4500,white,California
4501,white,California
4502,red,Texas
4503,red,Texas
4504,white,California
4505,white,California
4506,white,California
4507,white,California
4508,white,Texas
4509,white,California
4510,white,California
4511,white,California
4512,white,California
4513,white,Texas
4514,red,California
4515,red,Texas
4516,white,California
4517,red,Texas
4518,white,California
4519,white,California
4520,red,California
4521,red,California
4522,red,California
4523,white,Texas
4524,white,California
4525,white,California
4526,white,Texas
4527,white,Texas
4528,white,California
4529,white,California
4530,white,California
4531,white,California
4532,red,California
4533,white,Texas
4534,white,California
4535,white,California
4536,white,California
4537,white,California
4538,white,Texas
4539,white,Texas
4540,white,California
4541,white,California
4542,red,California
4543,white,Texas
4544,white,Texas
4545,white,Texas
4546,white,California
4547,red,California
4548,white,California
4549,white,California
4550,red,Texas
4551,white,California
4552,red,Texas
4553,white,Texas
4554,white,California
4555,white,California
4556,white,California
4557,white,California
4558,white,Texas
4559,white,California
4560,white,Texas
4561,white,Texas
4562,white,California
4563,white,Texas
4564,white,California
4565,white,California
4566,white,Texas
4567,white,California
4568,white,California
4569,white,Texas
4570,white,California
4571,red,Texas
4572,white,California
4573,red,California
4574,red,California
4575,,Texas
4576,,California
4577,,California
4578,,California
4579,,California
4580,red,California
4581,white,Texas
4582,white,California
4583,red,California
4584,white,Texas
4585,white,Texas
4586,white,California
4587,white,California
4588,white,Texas
4589,red,California
4590,white,California
4591,white,California
4592,white,California
4593,white,California
4594,red,Texas
4595,red,California
4596,white,California
4597,red,Texas
4598,white,California
4599,white,California
4600,white,Texas
4601,white,California
4602,white,Texas
4603,white,California
4604,white,California
4605,red,California
4606,white,California
4607,red,California
4608,white,California
4609,white,Texas
4610,white,California
4611,white,Texas
4612,white,California
4613,white,California
4614,white,Texas
4615,red,Texas
4616,white,California
4617,white,Texas
4618,white,Texas
4619,white,Texas
4620,white,California
4621,red,Texas
4622,white,Texas
4623,white,California
4624,white,California
4625,white,California
4626,white,California
4627,red,Texas
4628,white,California
4629,red,Texas
4630,white,California
4631,white,Texas
4632,red,California
4633,red,Texas
4634,white,California
4635,white,Texas
4636,white,Texas
4637,white,Texas
4638,white,California
4639,white,California
4640,white,California
4641,white,Texas
4642,red,Texas
4643,white,Texas
4644,red,Texas
4645,white,California
4646,white,California
4647,red,Texas
4648,white,California
4649,white,California
4650,white,California
4651,red,California
4652,white,California
4653,white,California
4654,white,California
4655,white,California
4656,white,California
4657,white,California
4658,white,California
4659,white,California
4660,white,California
4661,red,Texas
4662,white,California
4663,white,California
4664,white,Texas
4665,white,California
4666,white,California
4667,red,Texas
4668,red,Texas
4669,red,Texas
4670,white,California
4671,white,Texas
4672,white,Texas
4673,white,California
4674,white,California
4675,white,Texas
4676,white,California
4677,white,Texas
4678,white,California
4679,white,California
4680,red,Texas
4681,white,California
4682,white,California
4683,white,Texas
4684,red,California
4685,white,California
4686,white,Texas
4687,white,California
4688,white,Texas
4689,white,California
4690,white,Texas
4691,white,California
4692,white,California
4693,white,California
4694,white,Texas
4695,white,California
4696,white,Texas
4697,white,California
4698,red,California
4699,white,California
4700,white,Texas
4701,white,Texas
4702,white,Texas
4703,red,Texas
4704,white,California
4705,red,Texas
4706,red,California
4707,white,California
4708,white,California
4709,white,Texas
4710,white,Texas
4711,white,California
4712,white,California
4713,white,Texas
4714,white,California
4715,white,Texas
4716,red,Texas
4717,red,Texas
4718,white,California
4719,white,California
4720,white,California
4721,white,Texas
4722,white,California
4723,white,California
4724,white,California
4725,white,California
4726,red,Texas
4727,white,California
4728,white,California
4729,white,California
4730,white,Texas
4731,white,California
4732,white,California
4733,white,California
4734,white,California
4735,red,Texas
4736,red,Texas
4737,white,California
4738,red,California
4739,white,Texas
4740,white,California
4741,white,California
4742,white,California
4743,white,Texas
4744,white,California
4745,white,California
4746,white,Texas
4747,white,California
4748,white,Texas
4749,white,Texas
4750,white,Texas
4751,red,Texas
4752,red,California
4753,red,California
4754,white,California
4755,white,California
4756,red,California
4757,red,California
4758,red,California
4759,white,Texas
4760,red,California
4761,white,California
4762,red,California
4763,white,California
4764,white,Texas
4765,white,Texas
4766,white,California
4767,white,California
4768,red,California
4769,red,Texas
4770,red,California
4771,white,California
4772,white,Texas
4773,red,California
4774,white,Texas
4775,white,Texas
4776,white,Texas
4777,white,California
4778,white,Texas
4779,red,Texas
4780,white,California
4781,white,California
4782,red,Texas
4783,red,Texas
4784,white,California
4785,white,Texas
4786,white,California
4787,red,California
4788,white,California
4789,white,California
4790,white,Texas
4791,white,California
4792,white,California
4793,white,California
4794,white,California
4795,red,California
4796,red,California
4797,white,Texas
4798,white,California
4799,white,California
4800,white,California
4801,white,California
4802,white,California
4803,white,California
4804,white,Texas
4805,white,California
4806,red,California
4807,white,California
4808,red,California
4809,red,California
4810,white,California
4811,white,California
4812,white,Texas
4813,white,Texas
4814,white,California
4815,red,Texas
4816,white,California
4817,white,Texas
4818,white,California
4819,white,California
4820,white,California
4821,white,Texas
4822,,California
4823,,California
4824,,California
4825,,California
4826,white,California
4827,red,California
4828,white,California
4829,white,California
4830,white,California
4831,white,California
4832,white,California
4833,white,California
4834,white,California
4835,white,Texas
4836,,California
4837,,Texas
4838,,California
4839,,Texas
4840,,Texas
4841,white,California
4842,white,Texas
4843,white,California
4844,white,Texas
4845,white,California
4846,white,California
4847,white,California
4848,white,California
4849,white,Texas
4850,white,Texas
4851,red,Texas
4852,white,California
4853,red,California
4854,white,California
4855,white,California
4856,white,California
4857,white,Texas
4858,white,Texas
4859,white,California
4860,white,California
4861,white,California
4862,white,California
4863,red,Texas
4864,white,California
4865,red,Texas
4866,red,California
4867,white,California
4868,red,Texas
4869,white,Texas
4870,white,California
4871,white,California
4872,white,California
4873,red,Texas
4874,white,California
4875,white,California
4876,white,California
4877,white,Texas
4878,white,Texas
4879,white,California
4880,red,Texas
4881,white,California
4882,white,Texas
4883,white,California
4884,white,California
4885,white,California
4886,white,California
4887,white,California
4888,white,Texas
4889,white,California
4890,white,California
4891,white,Texas
4892,white,California
4893,white,California
4894,white,Texas
4895,white,Texas
4896,red,Texas
4897,white,California
4898,white,California
4899,white,California
4900,red,California
4901,white,California
4902,white,Texas
4903,red,California
4904,white,California
4905,white,California
4906,red,Texas
4907,white,California
4908,white,California
4909,red,Texas
4910,red,California
4911,red,California
4912,white,Texas
4913,white,Texas
4914,white,California
4915,white,Texas
4916,white,California
4917,white,California
4918,white,Texas
4919,white,Texas
4920,white,California
4921,white,California
4922,red,Texas
4923,white,Texas
4924,white,California
4925,white,Texas
4926,red,California
4927,white,Texas
4928,white,California
4929,red,California
4930,white,Texas
4931,white,California
4932,white,Texas
4933,white,California
4934,red,Texas
4935,white,Texas
4936,white,California
4937,white,California
4938,white,California
4939,white,California
4940,red,California
4941,white,California
4942,red,California
4943,white,California
4944,red,California
4945,white,California
4946,red,California
4947,red,Texas
4948,white,Texas
4949,red,Texas
4950,white,Texas
4951,white,California
4952,white,California
4953,white,Texas
4954,white,California
4955,white,California
4956,white,California
4957,white,California
4958,white,Texas
4959,white,Texas
4960,red,Texas
4961,white,Texas
4962,white,California
4963,white,California
4964,white,Texas
4965,white,California
4966,white,Texas
4967,red,Texas
4968,white,California
4969,white,Texas
4970,red,California
4971,white,California
4972,red,Texas
4973,white,California
4974,white,Texas
4975,white,California
4976,white,California
4977,white,California
4978,red,California
4979,white,Texas
4980,white,California
4981,white,California
4982,white,Texas
4983,white,California
4984,white,California
4985,red,Texas
4986,white,California
4987,white,California
4988,white,California
4989,white,California
4990,white,California
4991,white,Texas
4992,red,California
4993,red,Texas
4994,white,California
4995,white,California
4996,white,California
4997,red,California
4998,red,California
4999,white,California
5000,white,California
5001,white,California
5002,white,California
5003,white,Texas
5004,white,Texas
5005,white,California
5006,white,California
5007,white,California
5008,white,California
5009,white,California
5010,white,California
5011,white,California
5012,white,California
5013,red,Texas
5014,white,Texas
5015,white,California
5016,white,California
5017,white,Texas
5018,red,Texas
5019,red,Texas
5020,white,California
5021,white,Texas
5022,red,Texas
5023,white,California
5024,white,California
5025,white,California
5026,white,California
5027,white,Texas
5028,red,Texas
5029,white,Texas
5030,white,California
5031,white,Texas
5032,white,California
5033,white,Texas
5034,white,Texas
5035,white,Texas
5036,white,California
5037,white,California
5038,red,Texas
5039,white,California
5040,white,California
5041,red,California
5042,white,California
5043,white,Texas
5044,white,Texas
5045,white,California
5046,white,California
5047,white,California
5048,white,Texas
5049,white,California
5050,white,California
5051,white,California
5052,white,Texas
5053,white,California
5054,white,California
5055,white,California
5056,white,Texas
5057,red,California
5058,white,California
5059,white,California
5060,red,California
5061,white,California
5062,white,California
5063,white,California
5064,red,Texas
5065,white,California
5066,red,Texas
5067,white,Texas
5068,white,California
5069,red,Texas
5070,white,California
5071,red,Texas
5072,red,California
5073,white,California
5074,white,California
5075,white,California
5076,white,Texas
5077,white,California
5078,white,Texas
5079,white,California
5080,white,California
5081,red,Texas
5082,white,California
5083,white,Texas
5084,red,Texas
5085,white,California
5086,white,Texas
5087,white,California
5088,white,Texas
5089,white,California
5090,white,California
5091,white,California
5092,white,Texas
5093,white,California
5094,white,California
5095,white,Texas
5096,white,California
5097,white,Texas
5098,white,Texas
5099,white,Texas
5100,red,California
5101,white,California
5102,white,California
5103,red,Texas
5104,white,California
5105,white,Texas
5106,white,Texas
5107,white,California
5108,white,California
5109,white,California
5110,red,California
5111,red,Texas
5112,red,California
5113,red,California
5114,white,California
5115,white,California
5116,white,California
5117,white,California
5118,white,California
5119,white,Texas
5120,white,Texas
5121,red,Texas
5122,white,California
5123,red,California
5124,red,Texas
5125,red,Texas
5126,white,California
5127,red,Texas
5128,white,Texas
5129,red,California
5130,red,Texas
5131,red,California
5132,white,Texas
5133,white,California
5134,white,California
5135,red,Texas
5136,white,California
5137,red,California
5138,white,California
5139,white,California
5140,white,California
5141,white,California
5142,white,California
5143,white,Texas
5144,white,California
5145,red,California
5146,white,California
5147,white,California
5148,white,Texas
5149,white,Texas
5150,red,California
5151,white,California
5152,red,Texas
5153,red,California
5154,white,California
5155,white,California
5156,white,California
5157,white,California
5158,white,California
5159,white,Texas
5160,white,Texas
5161,white,California
5162,white,Texas
5163,white,Texas
5164,red,California
5165,white,California
5166,red,California
5167,white,California
5168,white,California
5169,white,California
5170,white,Texas
5171,white,California
5172,white,California
5173,white,California
5174,white,California
5175,white,California
5176,red,Texas
5177,red,Texas
5178,white,California
5179,white,Texas
5180,white,Texas
5181,white,California
5182,red,Texas
5183,white,California
5184,red,Texas
5185,red,Texas
5186,white,Texas
5187,white,California
5188,white,California
5189,red,California
5190,red,California
5191,white,Texas
5192,white,California
5193,white,California
5194,red,Texas
5195,red,California
5196,white,California
5197,white,Texas
5198,red,California
5199,red,Texas
5200,white,Texas
5201,white,California
5202,white,California
5203,white,California
5204,white,California
5205,white,California
5206,white,California
5207,white,Texas
5208,red,Texas
5209,red,Texas
5210,red,Texas
5211,red,California
5212,white,California
5213,white,California
5214,white,Texas
5215,white,California
5216,white,California
5217,white,California
5218,white,Texas
5219,white,California
5220,white,California
5221,white,California
5222,white,California
5223,red,Texas
5224,white,California
5225,red,Texas
5226,white,California
5227,white,California
5228,white,California
5229,white,California
5230,white,California
5231,red,California
5232,white,California
5233,white,California
5234,red,Texas
5235,white,California
5236,white,California
5237,white,Texas
5238,white,California
5239,red,Texas
5240,white,California
5241,white,California
5242,white,Texas
5243,white,California
5244,white,Texas
5245,white,California
5246,white,California
5247,red,California
5248,white,Texas
5249,white,California
5250,red,California
5251,white,Texas
5252,white,Texas
5253,white,Texas
5254,white,Texas
5255,white,California
5256,white,California
5257,white,California
5258,white,Texas
5259,red,California
5260,white,Texas
5261,white,Texas
5262,white,California
5263,white,California
5264,red,California
5265,red,California
5266,white,California
5267,white,Texas
5268,red,California
5269,white,California
5270,white,Texas
5271,white,Texas
5272,white,California
5273,white,California
5274,white,California
5275,white,California
5276,red,California
5277,white,Texas
5278,white,Texas
5279,white,California
5280,white,California
5281,white,California
5282,white,Texas
5283,white,Texas
5284,white,California
5285,white,California
5286,white,Texas
5287,white,California
5288,white,California
5289,white,California
5290,white,California
5291,white,California
5292,white,California
5293,white,California
5294,white,Texas
5295,white,California
5296,red,California
5297,white,California
5298,white,California
5299,white,California
5300,red,California
5301,,California
5302,,California
5303,,California
5304,,Texas
5305,red,Texas
5306,red,California
5307,red,California
5308,white,California
5309,white,Texas
5310,red,Texas
5311,white,Texas
5312,white,Texas
5313,white,Texas
5314,white,California
5315,white,California
5316,red,Texas
5317,white,California
5318,white,Texas
5319,white,California
5320,white,California
5321,white,California
5322,white,California
5323,white,California
5324,white,California
5325,white,California
5326,red,Texas
5327,white,Texas
5328,white,Texas
5329,red,Texas
5330,white,California
5331,white,California
5332,red,Texas
5333,white,California
5334,white,Texas
5335,red,California
5336,white,California
5337,white,California
5338,white,California
5339,red,California
5340,white,California
5341,white,California
5342,white,Texas
5343,white,California
5344,white,Texas
5345,white,California
5346,white,California
5347,white,California
5348,white,California
5349,white,Texas
5350,white,California
5351,white,Texas
5352,red,Texas
5353,red,California
5354,white,California
5355,white,California
5356,red,California
5357,red,Texas
5358,white,California
5359,white,California
5360,white,California
5361,red,California
5362,white,California
5363,white,California
5364,white,California
5365,white,California
5366,white,Texas
5367,white,Texas
5368,white,Texas
5369,red,Texas
5370,white,California
5371,red,California
5372,red,California
5373,white,California
5374,red,California
5375,white,California
5376,white,Texas
5377,white,Texas
5378,white,California
5379,white,Texas
5380,white,California
5381,white,Texas
5382,red,Texas
5383,white,Texas
5384,white,California
5385,red,California
5386,white,California
5387,white,California
5388,white,Texas
5389,red,Texas
5390,white,Texas
5391,red,California
5392,red,California
5393,white,Texas
5394,white,Texas
5395,white,California
5396,white,California
5397,white,California
5398,white,California
5399,red,Texas
5400,white,Texas
5401,white,California
5402,white,California
5403,white,Texas
5404,red,California
5405,white,California
5406,white,Texas
5407,white,Texas
5408,white,California
5409,white,California
5410,white,California
5411,white,California
5412,red,Texas
5413,red,California
5414,red,Texas
5415,white,California
5416,red,California
5417,white,California
5418,white,Texas
5419,white,California
5420,white,Texas
5421,white,Texas
5422,red,Texas
5423,red,California
5424,white,California
5425,white,California
5426,white,Texas
5427,white,Texas
5428,white,California
5429,white,Texas
5430,white,Texas
5431,white,Texas
5432,white,California
5433,white,California
5434,white,Texas
5435,white,California
5436,white,Texas
5437,white,Texas
5438,white,Texas
5439,white,California
5440,red,California
5441,white,Texas
5442,white,Texas
5443,white,California
5444,red,Texas
5445,white,California
5446,white,California
5447,red,Texas
5448,red,California
5449,white,California
5450,red,Texas
5451,white,California
5452,white,California
5453,white,California
5454,white,California
5455,white,California
5456,white,California
5457,white,California
5458,white,California
5459,white,California
5460,white,California
5461,red,Texas
5462,white,California
5463,white,California
5464,red,California
5465,red,Texas
5466,red,Texas
5467,white,California
5468,red,Texas
5469,white,California
5470,white,California
5471,white,California
5472,white,California
5473,white,California
5474,white,California
5475,white,California
5476,red,Texas
5477,white,California
5478,red,Texas
5479,white,California
5480,red,California
5481,white,California
5482,white,Texas
5483,white,California
5484,red,California
5485,red,Texas
5486,red,Texas
5487,red,Texas
5488,white,California
5489,white,California
5490,white,Texas
5491,white,California
5492,white,Texas
5493,white,Texas
5494,white,California
5495,white,California
5496,white,Texas
5497,white,California
5498,white,California
5499,white,California
5500,white,Texas
5501,white,California
5502,red,Texas
5503,white,California
5504,red,California
5505,red,Texas
5506,white,Texas
5507,white,Texas
5508,white,California
5509,white,California
5510,white,California
5511,white,California
5512,white,California
5513,white,California
5514,white,California
5515,white,California
5516,red,California
5517,white,California
5518,white,California
5519,red,Texas
5520,white,Texas
5521,white,Texas
5522,white,Texas
5523,red,California
5524,red,Texas
5525,red,Texas
5526,white,Texas
5527,white,California
5528,red,California
5529,white,California
5530,white,California
5531,white,Texas
5532,white,Texas
5533,white,Texas
5534,white,California
5535,white,California
5536,red,Texas
5537,red,Texas
5538,white,California
5539,white,California
5540,red,California
5541,white,California
5542,white,California
5543,white,California
5544,white,Texas
5545,white,California
5546,red,California
5547,red,Texas
5548,white,California
5549,red,Texas
5550,white,Texas
5551,red,California
5552,white,Texas
5553,white,California
5554,white,California
5555,red,California
5556,white,Texas
5557,white,Texas
5558,white,California
5559,white,California
5560,white,Texas
